k,rep,rmse_oracle,rmse_npeb,rmse_adamix,oracle_runtime_sec,npeb_runtime_sec
25,0,0.3509744286101271,0.4362439800793472,0.4227341059845716,0.0010590553283691406,0.04172801971435547
25,1,0.2734827929877711,0.4739003462532416,0.4091646199046249,0.0015490055084228516,0.011508941650390625
25,2,0.3101237089155864,0.7660090489070395,0.6030654536361136,0.0005562305450439453,0.009703874588012695
25,3,0.4054835222769786,0.4838862569433197,0.4202331229379845,0.0010721683502197266,0.0195009708404541
25,4,0.37305307972849067,0.5396608165858006,0.43507370824867125,0.0011420249938964844,0.026432037353515625
25,5,0.34560269307212554,0.45299650242358874,0.4005082021573713,0.0010371208190917969,0.010551929473876953
25,6,0.41677078929505496,0.509081371374172,0.4311797827714085,0.0015549659729003906,0.014111995697021484
25,7,0.3394858105312152,0.5083146574629771,0.44399918172146613,0.0006761550903320312,0.011006832122802734
25,8,0.29700962304136447,0.5946743206193149,0.4692178579606138,0.0006840229034423828,0.03326606750488281
25,9,0.3664283271800309,0.4838706171496293,0.45365079305142025,0.0004947185516357422,0.009389162063598633
25,10,0.26849001320787996,0.37185677782330157,0.3285799063388839,0.001081705093383789,0.028622150421142578
25,11,0.3369905633341738,0.37777160141526606,0.34280044612866123,0.0005259513854980469,0.008060932159423828
25,12,0.3022115668986275,0.4270975891275449,0.37820600388641457,0.0004608631134033203,0.017432212829589844
25,13,0.3410419721306871,0.519750695506887,0.4516801527410317,0.0009829998016357422,0.018213272094726562
25,14,0.34619545426062415,0.40768913298441667,0.3863567688247534,0.000537872314453125,0.020061969757080078
25,15,0.32527144931826824,0.7304984768957067,0.6066969791333047,0.0004520416259765625,0.017251014709472656
25,16,0.24137563355601277,0.6521218381480993,0.5022760706349857,0.0011551380157470703,0.012208938598632812
25,17,0.39350873507849227,0.4771159822668644,0.4151967717121636,0.00044798851013183594,0.007009029388427734
25,18,0.366668225148471,0.48188006523563537,0.42676721536245604,0.00047898292541503906,0.007169961929321289
25,19,0.3662392435862933,0.5124261599207286,0.4648825637754922,0.0004429817199707031,0.009206056594848633
25,20,0.33553679193854913,0.47246876685325295,0.40731319789283627,0.0005171298980712891,0.009341955184936523
25,21,0.3285565292593704,0.6194182764057429,0.4948533501055895,0.0005137920379638672,0.04230499267578125
25,22,0.37467014298636625,0.47984151606539066,0.4368550311324699,0.0031380653381347656,0.01789116859436035
25,23,0.39244796901533097,0.735730202090304,0.5880740427455153,0.0010199546813964844,0.014374971389770508
25,24,0.38151055766758946,0.41807876918758696,0.3866439453180745,0.0005230903625488281,0.02902698516845703
25,25,0.4055039294150031,0.672717257676301,0.5227335513396868,0.0005230903625488281,0.008998870849609375
25,26,0.42163847365170243,0.5583680096363021,0.4827699809420735,0.001194000244140625,0.0276186466217041
25,27,0.3539116111151689,0.4086313943873727,0.36779355586697615,0.008997678756713867,0.018552064895629883
25,28,0.3158440582272846,0.5014950982662905,0.4132214844246567,0.0009882450103759766,0.009656906127929688
25,29,0.37565483180902404,0.4958936971998405,0.43334809752998943,0.00044274330139160156,0.014447212219238281
25,30,0.36713951561155195,0.40679954825013975,0.38353047930110407,0.0004401206970214844,0.011790990829467773
25,31,0.349942566391396,0.4981813787350123,0.435650748349798,0.0005021095275878906,0.007254600524902344
25,32,0.32116605464820364,0.4123121122026956,0.3946578081724013,0.0011000633239746094,0.007196903228759766
