scenario,K,rep,n_min,rmse_oracle,rmse_vaneb,rmse_npeb,rmse_adamix,vaneb_time,npeb_time
logistic,50,0,10,1.6619689849197659,10.870241032890373,23.77469462447785,23.665201572449945,0.9853005409240723,0.0809025764465332
logistic,50,1,10,1.4622743562396467,426.08364063807545,964.7064573305285,964.6945245075921,1.0032122135162354,0.09317588806152344
logistic,50,2,10,1.8620867286088651,142.37964913766697,26.18190348793883,26.066331159102276,1.1951830387115479,0.09765100479125977
logistic,50,3,10,1.67242632632959,129.6185758241671,197.14114959608813,197.10952650830177,1.270117998123169,0.09167194366455078
logistic,50,4,10,1.5502885586604949,195.27127510508456,342.10071753490183,342.0935102756884,1.1675770282745361,0.09219956398010254
logistic,50,5,10,2.109400593928761,135.05957288682254,202.45636929844696,202.39366168681426,1.1045515537261963,0.0936286449432373
logistic,50,6,10,1.7674924013905757,12.198940720662597,35.57143475517871,35.46004609190529,1.2410104274749756,0.0879054069519043
logistic,50,7,10,2.063146661896475,14.021762643661686,27.55775327527699,27.451209842371966,1.0174705982208252,0.09139323234558105
logistic,50,8,10,1.6196362688850439,982.8510695647434,2248.8124523050224,2248.8069191564077,1.0080657005310059,0.08716249465942383
logistic,50,9,10,1.895868461302792,1107.4175049091507,79.64061488210503,79.49379865640235,0.7926082611083984,0.07681560516357422
logistic,50,10,10,1.860360972382844,289.77144094108917,279.16469199997096,279.1182596363372,1.1194732189178467,0.09357833862304688
logistic,50,11,10,2.0050280223562966,91.29191212536925,113.35921825527562,113.25127048236591,1.1137678623199463,0.08885741233825684
logistic,50,12,10,1.416999392922169,72.43598734132472,68.64647315646626,68.62558050882885,1.0179321765899658,0.08566927909851074
logistic,50,13,10,1.5119857081816255,3602.5711342102777,7519.0963143944555,7519.094780168985,1.2652616500854492,0.10032343864440918
logistic,50,14,10,1.6179858029873038,61.74776026338631,90.99342325293584,90.87724411465051,0.9895069599151611,0.08920574188232422
logistic,50,15,10,1.6761752307053706,52.34636070301808,28.773422341993637,28.676891019882255,1.257474660873413,0.09527206420898438
logistic,50,16,10,1.7740506239399936,27.909640228764843,33.70864091166205,33.461335280278945,1.0625848770141602,0.08913278579711914
logistic,50,17,10,1.7154812183533141,215.82489064367505,265.486866028009,265.45448896995913,1.0891826152801514,0.09122109413146973
logistic,50,18,10,1.4468824478805007,45.94999173870825,49.662168366116674,49.6035133775761,1.1878769397735596,0.09464025497436523
logistic,50,19,10,1.8442082943068592,429.9926922521704,84.6141180696618,84.48848713681211,1.2201542854309082,0.09390592575073242
logistic,50,20,10,1.6046029456420565,213.32978309634555,59.06810138058134,58.905233852267045,1.3135488033294678,0.09645628929138184
logistic,50,21,10,1.6564927424868336,411.3546076441597,51.20982088059501,51.08243986830705,0.9080355167388916,0.08014225959777832
logistic,50,22,10,1.8945599993477478,510.6795887647744,32.033212327728606,31.638448827672516,0.9180974960327148,0.08510613441467285
logistic,50,23,10,1.8172019517113729,312.0268392091492,847.3302600042447,847.3213671676803,1.334015130996704,0.10347962379455566
logistic,50,24,10,1.9329237444325196,98.98651247102897,177.1414836049862,177.06882000151472,1.0562126636505127,0.08745813369750977
logistic,50,25,10,1.734026046231883,135.99624265406234,54.54600534506159,54.422397292563204,1.138556718826294,0.09173321723937988
logistic,50,26,10,1.7848347780415086,80.283158469681,41.44619700666263,41.25036728341842,1.2394964694976807,0.09586548805236816
logistic,50,27,10,1.92221332852236,54.032048282253264,38.366440345108295,38.09113879754851,0.9409933090209961,0.08651924133300781
logistic,50,28,10,1.4883480423084738,60.11876658428115,51.398504246423855,51.256674118726956,0.9483153820037842,0.08866357803344727
logistic,50,29,10,1.8807633262789232,11.979418024478607,38.783722239785305,38.558136792792794,1.2475106716156006,0.08308792114257812
logistic,50,30,10,1.7815528952508028,116.07245819122446,116.01071836558583,115.97011988647319,1.0191948413848877,0.0908973217010498
logistic,50,31,10,1.732371347429607,23.50197265552999,27.420815485787625,27.162701679394402,0.9042251110076904,0.08806872367858887
logistic,50,32,10,1.9202355197000767,229.83796951431395,132.2750140897652,132.23693525413515,1.0888545513153076,0.09440255165100098
logistic,50,33,10,2.3728064648669487,2870.5176153833845,3559.0453594263204,3559.0429696848873,1.1001663208007812,0.0941314697265625
logistic,50,34,10,1.8635612101512642,93.83737757296193,263.15775809650006,263.13860900630334,1.2483556270599365,0.09705877304077148
logistic,50,35,10,1.889344065525768,17.523640032669622,45.31768098015761,45.236821802584124,0.9996562004089355,0.0891122817993164
logistic,50,36,10,1.6091098115472562,211.11039390725304,310.5223974847406,310.49618776817675,1.3897082805633545,0.10366034507751465
logistic,50,37,10,1.614179275779033,620.1872395569236,135.66902091160512,135.6096376342635,1.2194743156433105,0.09163498878479004
logistic,50,38,10,1.9532483465464463,1335.3291997780912,2445.111903918104,2445.1057489819755,1.0517027378082275,0.09093022346496582
logistic,50,39,10,2.1373170439999543,87.483371460219,76.5996952093478,76.44675703385128,1.0368046760559082,0.09327292442321777
logistic,50,40,10,1.9419698399603218,61.729946207221694,219.0228120853788,218.96322700546003,1.147878885269165,0.09473609924316406
logistic,50,41,10,1.8719563320263009,197.46756578370642,341.4443169505752,341.41186681115903,1.2051138877868652,0.09378385543823242
logistic,50,42,10,2.166063782264103,181.0771547668748,48.10304538338298,47.88349816597797,1.287879467010498,0.09700155258178711
logistic,50,43,10,1.802828579816679,6.572384454814966,29.406121227691393,29.315536040103495,1.0029497146606445,0.08887195587158203
logistic,50,44,10,1.7379484336786424,83.21454705463026,103.83436040171158,103.71677005630846,1.2055201530456543,0.09656238555908203
logistic,50,45,10,1.845408943436903,85.24188044734211,42.0581287099941,41.89762306345668,1.25236177444458,0.0877683162689209
logistic,50,46,10,1.6881870911766934,102.37787589109054,61.2858690102981,61.22799007513053,1.1801857948303223,0.09204268455505371
logistic,50,47,10,1.8559769795425494,694.7890671021788,83.13041999647511,83.08600197847959,1.1280181407928467,0.09148192405700684
logistic,50,48,10,1.3007876408135697,20.562157154671358,59.56134394930398,59.42261898879837,1.1675517559051514,0.08534550666809082
logistic,50,49,10,1.5213705896163177,32.25227913473997,76.1797390003299,76.04707126263764,1.1801784038543701,0.09654378890991211
logistic,50,50,10,1.986815786543107,61.094151319924336,51.38721504059046,51.189320648666666,1.3127434253692627,0.09351444244384766
logistic,50,51,10,1.4545462377120983,75.28376571759028,101.58848582921746,101.49398513604162,1.130974531173706,0.09211492538452148
logistic,50,52,10,1.5097375448097656,1721.5094549120772,91.93264529151081,91.85775248486154,1.1208524703979492,0.0906827449798584
logistic,50,53,10,2.0966933035623154,97.36175803083471,30.82380187925188,30.71677816514086,1.1447572708129883,0.08791422843933105
logistic,50,54,10,1.828142182782718,184.38172425135434,99.1322031530734,99.02334868644586,1.1369061470031738,0.0900571346282959
logistic,50,55,10,1.3618642793331375,59.7934879434139,48.55200555346293,48.39930659636807,1.2198450565338135,0.09280180931091309
logistic,50,56,10,1.3758834013272634,26.519119546597896,24.88539804952137,24.84459920931884,0.9188027381896973,0.07646417617797852
logistic,50,57,10,1.933291126151463,741.6650965646818,161.29398035488646,161.22988277061336,1.1265413761138916,0.09183740615844727
logistic,50,58,10,1.6571397768187963,245.63670721303637,353.7043311396238,353.6897865584241,1.1343903541564941,0.0912933349609375
logistic,50,59,10,1.778034602220954,75.66399106372363,116.16678881949542,116.07739558946507,1.238234281539917,0.0960378646850586
logistic,50,60,10,1.7873934421132402,357.2537413133653,145.49213540702496,145.41643069465118,1.1763174533843994,0.09125947952270508
logistic,50,61,10,1.9740638901682968,47.67948006628534,119.24463042216966,119.15507097663689,1.1212565898895264,0.08331060409545898
logistic,50,62,10,1.5507426495655268,129.31423048432123,43.389781481350504,43.30572189669873,1.125257968902588,0.08872294425964355
logistic,50,63,10,1.6511014596416804,24.64684640846718,73.39539444337909,73.36310433952686,0.9780986309051514,0.08464431762695312
logistic,50,64,10,1.583972372554121,21.063395589073945,28.598917163056157,28.491221115323526,0.7853624820709229,0.08002805709838867
logistic,50,65,10,1.536709563535803,282.34062680392475,53.30913334776739,53.07070563730345,0.9445986747741699,0.10370469093322754
logistic,50,66,10,1.7249215990234945,340.5654790872341,162.06786987757582,161.97843719146786,1.0395715236663818,0.10001277923583984
logistic,50,67,10,2.0076948744227012,228.77061600633664,47.30173814199951,47.24360592680094,1.1552586555480957,0.08550453186035156
logistic,50,68,10,1.5173629113560838,45.00567448693631,32.97466126361552,32.867826259336454,1.1588172912597656,0.09096837043762207
logistic,50,69,10,1.754986254544708,36.96536357592136,114.81670771406388,114.72158168621164,1.1573894023895264,0.08867597579956055
logistic,50,70,10,1.9722352644550258,62.290449870742044,86.19445158110985,86.0900432968891,1.066514015197754,0.0886838436126709
logistic,50,71,10,1.7809173370072184,335.11339921968255,192.56563417986808,192.51120627272337,1.237034559249878,0.09527873992919922
logistic,50,72,10,1.8977027563588682,169.1771631166847,31.45087146398238,31.363352136486895,1.1796348094940186,0.08962583541870117
logistic,50,73,10,1.9235529961714903,295.00175433096183,249.40364689341283,249.35970751422357,1.082094669342041,0.08883237838745117
logistic,50,74,10,1.7210994569004272,356.2880632900945,267.7968694063346,267.7836906360721,1.0896546840667725,0.08946633338928223
logistic,50,75,10,1.4461504780347867,4123.015801699736,3313.858035474005,3313.8565263896476,1.03684401512146,0.09038376808166504
logistic,50,76,10,1.7054688960491802,285.41258718757337,64.46275774145393,64.3995937119217,0.9182655811309814,0.08468341827392578
logistic,50,77,10,1.681380465204745,239.79755518027363,349.8724030105761,349.8332788575068,1.0716707706451416,0.08952522277832031
logistic,50,78,10,1.5031053360948536,19.158682570846683,17.294578710777493,17.07908175740296,1.0744149684906006,0.08407020568847656
logistic,50,79,10,1.795427450746586,101.38274636727944,202.65785324937204,202.63327976211582,1.1496531963348389,0.0860598087310791
logistic,50,80,10,1.9132191328479449,706.4970671900165,2225.0960654237974,2225.0939488409113,1.0040287971496582,0.08896470069885254
logistic,50,81,10,1.7587653869289155,37.12124433005074,73.01918170742924,72.81716871226338,1.0634479522705078,0.08806014060974121
logistic,50,82,10,1.763272601269208,371.745573901571,98.54319874121889,98.43737318854828,0.9820337295532227,0.08779263496398926
logistic,50,83,10,1.259460032975885,111.65737987598557,192.36722831413556,192.35906506127338,1.0080029964447021,0.08480954170227051
logistic,50,84,10,1.8156592727093408,194.3237818226598,527.4299415577007,527.4069193973071,1.1884956359863281,0.09070825576782227
logistic,50,85,10,2.066244132544956,170.66666458488297,54.4033343259128,54.342361465454516,1.1835198402404785,0.08913636207580566
logistic,50,86,10,1.957201437314317,440.5434271359262,107.54446471896114,107.49904074467423,1.1390538215637207,0.0879518985748291
logistic,50,87,10,1.7302977086272564,171.27637897160162,583.3720437164161,583.3675885480817,1.1253888607025146,0.09467101097106934
logistic,50,88,10,1.8194601768893244,252.16576117820827,26.413604106319998,26.112368307194476,1.106745719909668,0.08775639533996582
logistic,50,89,10,1.9577955329096242,35.12291532439411,122.68907337338412,122.60280702105587,1.1005058288574219,0.08973526954650879
logistic,50,90,10,1.9358934312996006,55.55516531993789,69.07877567112156,68.93751836011407,1.0172982215881348,0.09154272079467773
logistic,50,91,10,1.848858766740198,125.12028561159242,221.1007746445589,221.0614106541805,1.105959415435791,0.09345507621765137
logistic,50,92,10,1.7235540039762813,81.77649441048655,114.02633075370171,113.9260453539539,1.1343214511871338,0.09046769142150879
logistic,50,93,10,1.9771289112650234,194.9987871660408,713.6672967127947,713.6511660706185,1.045722246170044,0.09101462364196777
logistic,50,94,10,2.1791043887272536,217.81418330547916,478.15128933794426,478.1299710516602,1.3017845153808594,0.09519147872924805
logistic,50,95,10,1.3966690698142987,152.64382882227838,298.5150968421239,298.46849344145176,0.8944437503814697,0.08505582809448242
logistic,50,96,10,1.5875327578648533,50.134518665938565,60.37545984436975,60.30912737889887,1.0073857307434082,0.08673453330993652
logistic,50,97,10,2.0689122609971613,210.09731978511573,96.48458575313484,96.39184770184096,0.971001148223877,0.08900952339172363
logistic,50,98,10,1.8158151575514654,126.03270350937866,47.19677821242842,47.0993504055377,1.2241780757904053,0.09290289878845215
logistic,50,99,10,2.0607564191165255,641.2710040784492,70.57973488079975,70.4483834369033,1.012972116470337,0.08678770065307617
