k,rep,nmin,rmse_mle,rmse_oracle,rmse_npeb,rmse_adamix,oracle_runtime_sec,npeb_runtime_sec
1600,16,100,0.07345805097129246,0.05086334079067918,0.06117557275132078,0.07345692331830948,0.16016387939453125,2.2438693046569824
1600,17,100,0.0721712737895278,0.05052396717762385,0.059452321300755666,0.07216567754393302,0.1582651138305664,2.1777637004852295
1600,18,100,0.07137425249238753,0.048480019543278505,0.05938154290916876,0.07138107324034075,0.15780997276306152,2.1932380199432373
1600,19,100,0.06995882449231601,0.04726013729630511,0.05765872390219096,0.06996497470786957,0.14629387855529785,2.1803159713745117
1600,20,100,0.07380797324268236,0.049649569733692556,0.060739135692115136,0.07379825360975856,0.16914606094360352,2.164497137069702
1600,21,100,0.07290562170961361,0.04902333346184332,0.059736248123820807,0.07293852861453003,0.1583240032196045,2.1351938247680664
1600,22,100,0.07562873834214343,0.04929850673919765,0.061448103348879936,0.07568012243251229,0.14627718925476074,2.2297348976135254
1600,23,100,0.07057590425374075,0.04604521475660727,0.05888107922023656,0.07056473103824663,0.14940214157104492,2.1576099395751953
1600,24,100,0.07232645958373114,0.049679754693443455,0.060571932847415876,0.07229996722689162,0.1675419807434082,2.154961109161377
1600,25,100,0.07187029577439835,0.04745707736277229,0.059570856279222394,0.07188166737028558,0.14369606971740723,2.153944969177246
1600,26,100,0.07192526142955481,0.04784794302962531,0.059648275111082075,0.07187270619767239,0.1436469554901123,2.341625928878784
1600,27,100,0.07131161336836876,0.048721634118056356,0.058870703104946485,0.07129089841192313,0.18755078315734863,2.221313953399658
1600,28,100,0.0772101489015211,0.05089783057810497,0.06503307657650832,0.07714840654651685,0.14870476722717285,2.4207839965820312
1600,29,100,0.07422744452533689,0.04896445572196241,0.0613957088197753,0.07423128669916251,0.15267181396484375,2.5800089836120605
1600,30,100,0.07174922639924008,0.04766204797512389,0.05813959685567114,0.0717932401556683,0.2118382453918457,2.3011562824249268
1600,31,100,0.07391553626200972,0.051819085285000586,0.06141959756335626,0.07388305202996322,0.1542510986328125,2.2101049423217773
1600,32,100,0.07458835162262424,0.04956428048372182,0.0621727601720415,0.0745817305395814,0.16693615913391113,2.3914377689361572
1600,33,100,0.07036507617962859,0.046398319317837215,0.0590727183500922,0.0703645079652521,0.1897289752960205,2.1956400871276855
1600,34,100,0.07557634875282793,0.05017660351479825,0.06250353596047868,0.0755749316086299,0.14494109153747559,2.222752094268799
1600,35,100,0.07176035968922481,0.04903176148006151,0.060082323476543936,0.07175501472094584,0.15474510192871094,2.1439969539642334
1600,36,100,0.07087343679491262,0.04615045253099526,0.05738608222538547,0.07087744564252037,0.16702890396118164,2.18332839012146
1600,37,100,0.07625172179962264,0.05019610029982553,0.06293387370978255,0.07625996981373845,0.19041705131530762,2.2603869438171387
1600,38,100,0.07091107469604804,0.04883895141077702,0.057662211816359145,0.07092833457485073,0.18369221687316895,2.1617307662963867
1600,39,100,0.07208309532943244,0.04955276803681951,0.060137377966590785,0.07208905963242034,0.15572190284729004,2.3429572582244873
1600,40,100,0.0719235354898898,0.04754380406906038,0.05837282530683766,0.07192532444536519,0.14826703071594238,2.235759973526001
1600,41,100,0.07256773912496645,0.05029986202439455,0.06133685190213898,0.07258493274228399,0.15719294548034668,2.288835048675537
1600,42,100,0.07133728834281147,0.04948297473401454,0.05921964199122276,0.07138137377064797,0.15025901794433594,2.225724220275879
1600,43,100,0.0765491951810174,0.05112213740823099,0.06511802036425739,0.07651616163756149,0.16605687141418457,2.3686251640319824
1600,44,100,0.07438835696668422,0.05125750019329589,0.06298617068634599,0.07431430496600638,0.17590928077697754,2.2070987224578857
1600,45,100,0.07176482972387874,0.04903848644427667,0.05953936240479995,0.0717399322950192,0.1520230770111084,2.1870479583740234
1600,46,100,0.07296889742056092,0.04907170950661157,0.061342119895117356,0.07296562631731336,0.14258289337158203,2.2384109497070312
1600,47,100,0.07472691463119913,0.04792366022891459,0.06108334163727733,0.07473043599493699,0.15871787071228027,2.3844339847564697
1600,48,100,0.07019940729009694,0.046012031059692204,0.057337577352569995,0.07021829344042338,0.19397282600402832,2.3882358074188232
1600,49,100,0.07444367742433859,0.05032487129111485,0.061895397928090595,0.07442616037037396,0.30530214309692383,2.3257601261138916
