k,rep,nmin,rmse_oracle,rmse_npeb,rmse_adamix,oracle_runtime_sec,npeb_runtime_sec
100,0,100,0.4973401465574592,0.40418632058430554,0.40412601081410165,0.0026140213012695312,0.38580799102783203
100,1,100,0.39928599033233986,0.3230606772794643,0.32296757365812856,0.0033206939697265625,0.3795762062072754
100,2,100,0.3125391593934786,0.2729947718644308,0.27285643386008857,0.0018329620361328125,0.35625386238098145
100,3,100,0.434194596802198,0.3699625699295555,0.3698796749663473,0.0013899803161621094,0.3470580577850342
100,4,100,0.4107381434618548,0.371864071300887,0.3717865683258731,0.0014028549194335938,0.3557429313659668
100,5,100,0.4332915973116411,0.37997768029262435,0.37988732797125835,0.0014109611511230469,0.37070488929748535
100,6,100,0.4062407686204881,0.3432441515408031,0.3432238236675556,0.001413106918334961,0.3689260482788086
100,7,100,0.439979880457958,0.3690784074240532,0.36904210998608283,0.0016660690307617188,0.36255788803100586
100,8,100,0.4207224177376692,0.36087477898222176,0.36087323210328154,0.0014660358428955078,0.3809528350830078
100,9,100,0.3143550982303888,0.2715230384815469,0.2714884756806747,0.0014519691467285156,0.37738490104675293
100,10,100,0.40054124502904953,0.39000701649014496,0.38992928570966456,0.0014400482177734375,0.36911821365356445
100,11,100,0.35651729707217655,0.3138340907463446,0.31382492869399425,0.0014259815216064453,0.36932992935180664
100,12,100,0.4160390081842715,0.38545363186258536,0.38538395876855125,0.0014216899871826172,0.37601518630981445
100,13,100,0.32313050056807313,0.319763598969997,0.3196899725856723,0.0014448165893554688,0.3841080665588379
100,14,100,0.3776843115980655,0.3294974730921816,0.3294355252772727,0.0014219284057617188,0.38535594940185547
100,15,100,0.333379455765929,0.30015537031043144,0.3000952599350823,0.0014510154724121094,0.40682005882263184
100,16,100,0.3880054100581838,0.3478369904043367,0.34779917060761156,0.0014340877532958984,0.381619930267334
100,17,100,0.429315838264053,0.3712715664739547,0.37122712117332857,0.0014159679412841797,0.38921093940734863
100,18,100,0.4225552997376248,0.39647165850790056,0.39634766509371244,0.0014319419860839844,0.37264490127563477
100,19,100,0.47147188157956393,0.37522740200957294,0.3752561025869319,0.0014498233795166016,0.46817827224731445
100,20,100,0.40275575853999435,0.32764476422495276,0.32761216167961815,0.0014390945434570312,0.3880140781402588
100,21,100,0.39603669854472545,0.3380907925467823,0.3379896425391682,0.0014410018920898438,0.40479421615600586
100,22,100,0.42619887048652577,0.38850409169939454,0.388417209748096,0.0014498233795166016,0.3657400608062744
100,23,100,0.4109637168561642,0.36244757470447236,0.3624483106555135,0.0015287399291992188,0.3729391098022461
100,24,100,0.4525294698058442,0.35688519677182584,0.35685811322434585,0.0014278888702392578,0.3846590518951416
100,25,100,0.4618719143316717,0.41761698715735784,0.4175005160965671,0.0014498233795166016,0.396104097366333
100,26,100,0.5077745696998089,0.44317076301034386,0.4429931145633321,0.0014598369598388672,0.3874790668487549
100,27,100,0.4497089735572376,0.41048090198741227,0.410370833151887,0.0014450550079345703,0.4032430648803711
100,28,100,0.4078052439568181,0.3528408699407305,0.35278314265231625,0.0016200542449951172,0.4094252586364746
100,29,100,0.41994677385466683,0.3768949929576657,0.37681342887251223,0.0014767646789550781,0.40566110610961914
100,30,100,0.4044265062346225,0.3313555433352315,0.3313634971358361,0.0014801025390625,0.39249682426452637
100,31,100,0.4050779694816609,0.3787322412927402,0.37868821451674506,0.0016009807586669922,0.41344118118286133
100,32,100,0.3840501669834581,0.373760348147235,0.3737230283007556,0.0014607906341552734,0.4025542736053467
100,33,100,0.3749571316643932,0.30414551791209193,0.30417603588796865,0.0016341209411621094,0.3939073085784912
100,34,100,0.363527291580847,0.3100887330874599,0.3100468177427098,0.001461029052734375,0.39939403533935547
100,35,100,0.41298523475034116,0.34694070078919076,0.34689636328361273,0.00150299072265625,0.4062509536743164
100,36,100,0.5075595063296869,0.4324660616841877,0.4323416804932828,0.0015552043914794922,0.3969569206237793
100,37,100,0.4278495101837173,0.3491601725534921,0.3490929583553432,0.001550912857055664,0.431365966796875
100,38,100,0.39433922070370236,0.3509929319361475,0.35093047839486113,0.0016760826110839844,0.3849010467529297
100,39,100,0.3897557681038096,0.31397138676978437,0.31395459473663984,0.0015511512756347656,0.4063680171966553
100,40,100,0.38379359352518655,0.3064293571768104,0.3064031522400319,0.0016200542449951172,0.40956902503967285
100,41,100,0.4020975039532556,0.32378168244748373,0.32381636165753963,0.0017402172088623047,0.4065368175506592
100,42,100,0.42655928005622396,0.35616347548348787,0.35615841520787134,0.0015549659729003906,0.43954014778137207
100,43,100,0.39605921473376826,0.3426645304514834,0.3426016617464574,0.0016200542449951172,0.448408842086792
100,44,100,0.388418270531504,0.3609151208467288,0.3609186921393207,0.0018601417541503906,0.46231698989868164
100,45,100,0.39146685530107955,0.3281117752182419,0.32805227499564077,0.0015840530395507812,0.4507880210876465
100,46,100,0.4278903923052712,0.3830389545421642,0.38297686429240396,0.0015759468078613281,0.46413707733154297
100,47,100,0.39029132326084903,0.359531615158224,0.35948120312788917,0.00180816650390625,0.43652892112731934
100,48,100,0.48832647827848896,0.405618779227484,0.4054788107655353,0.0015742778778076172,0.4482238292694092
100,49,100,0.43053265186231243,0.39508190977461227,0.3949662130054317,0.0017447471618652344,0.461885929107666
