k,rep,nmin,rmse_mle,rmse_oracle,rmse_npeb,rmse_adamix,oracle_runtime_sec,npeb_runtime_sec
100,25,1600,0.017286707423194853,0.009052341244006385,0.017575510644294905,0.017255991569720474,0.010159015655517578,0.03573489189147949
100,26,1600,0.015124102585277108,0.009969370800073745,0.015135413348352824,0.015150617831705048,0.009285926818847656,0.03739809989929199
100,27,1600,0.01963375722711155,0.018027201567874764,0.0198070707579576,0.01961654254944922,0.009788036346435547,0.035253047943115234
100,28,1600,0.016195465384076457,0.014026178644699034,0.01604669415425163,0.01618815320845915,0.009721994400024414,0.03578686714172363
100,29,1600,0.016889362428196268,0.013774961125662913,0.016648976275205805,0.01688650850132431,0.009241104125976562,0.03638887405395508
100,30,1600,0.016372951114979307,0.011181428877942089,0.01593016702264858,0.016361372481454972,0.009002208709716797,0.03483295440673828
100,31,1600,0.035813964138151466,0.0402942797956184,0.03569233154343927,0.0358087265500717,0.010512828826904297,0.03741621971130371
100,32,1600,0.017283522539877093,0.011458912393714656,0.01742894172789444,0.017274826376570147,0.010820150375366211,0.03595590591430664
100,33,1600,0.023043726252904292,0.02500666263788927,0.022790012738757824,0.02303081795889486,0.010087966918945312,0.037168025970458984
100,34,1600,0.01682770677885791,0.010578053255844749,0.01665811020135319,0.01681373431372422,0.010294914245605469,0.03578805923461914
100,35,1600,0.030956528695170776,0.05349445363192207,0.030826117164799417,0.030980188471861382,0.010820150375366211,0.034208059310913086
100,36,1600,0.01644321329353458,0.011649392066343118,0.016562761359677793,0.016437823742191663,0.009671926498413086,0.06108808517456055
100,37,1600,0.014653425971030233,0.008929906819998784,0.01438437786853847,0.01461563683286785,0.010465860366821289,0.03740715980529785
100,38,1600,0.027185119189105576,0.024737355584281754,0.027001299773481806,0.027187970809658114,0.010285615921020508,0.03547334671020508
100,39,1600,0.015796918841414147,0.009005130578114392,0.015370551438546097,0.015800030709166246,0.010242938995361328,0.03651905059814453
100,40,1600,0.03560390807608701,0.02302988578870859,0.03552865653900489,0.035589286295469084,0.010756969451904297,0.037554025650024414
100,41,1600,0.016973359266433192,0.011962142169590738,0.016904815285383484,0.016976260321840127,0.00999307632446289,0.03613591194152832
100,42,1600,0.014817367673506934,0.009200451878900074,0.014809073361753668,0.014792637699413726,0.009605169296264648,0.035360097885131836
100,43,1600,0.03399756994151074,0.050448776433769535,0.034002012438729176,0.03399580230560986,0.009191036224365234,0.03519296646118164
100,44,1600,0.021149885725954252,0.01731281954142871,0.021296750377392815,0.02113321840302721,0.01040792465209961,0.03483390808105469
100,45,1600,0.017810763151924203,0.01176304992163219,0.018023927312275166,0.017773311409055262,0.00989389419555664,0.035607099533081055
100,46,1600,0.0211137374249613,0.01914463021315552,0.021283910652202705,0.02109896890407652,0.010167121887207031,0.03644704818725586
100,47,1600,0.017901747447202115,0.010709486319711721,0.017858046577267077,0.01793525128048108,0.010381221771240234,0.036875009536743164
100,48,1600,0.016592864655178036,0.010896674317216302,0.01649927890121907,0.01658628581864985,0.010795831680297852,0.03756308555603027
100,49,1600,0.014738921492383556,0.010660816540542668,0.014716242661019315,0.01475511566946213,0.00962519645690918,0.037660837173461914
