k,rep,rmse_adamix,rmse_oracle,rmse_npeb,rmse_soloff,npeb_runtime_sec,soloff_runtime_sec,n_mean,n_min,n_max
400,0,0.0432528384197176,0.026402377059614537,0.04081487470759019,0.042020212399754724,0.31715917587280273,0.22116398811340332,3315.1075,1607,4789
400,1,0.044067470148275605,0.025314291708017293,0.04000834586410872,0.042153032463950336,0.2798347473144531,0.23202991485595703,3237.005,1603,4794
400,2,0.047631495423327085,0.026938642967679005,0.04524044020291382,0.046568996356041316,0.2748551368713379,0.21975493431091309,3241.2375,1608,4800
400,3,0.043696755091013596,0.027376764337923416,0.04123589226620324,0.04228980912720459,0.2752959728240967,0.24448204040527344,3130.1125,1606,4800
400,4,0.04394979578001007,0.027654800023857444,0.041790512274455044,0.04362866818243249,0.3046422004699707,0.2644939422607422,3192.75,1601,4799
400,5,0.048386644066279315,0.02875196081597343,0.04600235292691947,0.04750279970073442,0.29929089546203613,0.24817681312561035,3152.0725,1600,4796
400,6,0.04195552244407474,0.026995029766373455,0.03954091893261014,0.041007408917246246,0.2908179759979248,0.25911712646484375,3234.1075,1605,4799
400,7,0.0447081059272126,0.025107998834689615,0.04252206464230504,0.0432935014429969,0.2905888557434082,0.27022743225097656,3257.7025,1605,4782
400,8,0.04575587230494471,0.025709465367276994,0.043182044200181006,0.04581012334860189,0.291043758392334,0.25085902214050293,3190.255,1612,4794
400,9,0.04637204581804487,0.02561039851861111,0.044334566326624254,0.044993426891414216,0.2769582271575928,0.22393393516540527,3224.3225,1611,4800
400,10,0.04364841084011904,0.024440207398114488,0.040640525040828344,0.04234494601676171,0.27855515480041504,0.25730204582214355,3148.0125,1610,4794
400,11,0.043898275682294645,0.027788717267740674,0.04114690294502578,0.042819171740704765,0.3006000518798828,0.24585819244384766,3225.8575,1604,4797
400,12,0.04495768296388149,0.02760532945466575,0.04261020682746998,0.04423493545919039,0.2835111618041992,0.28318285942077637,3197.7525,1600,4794
400,13,0.043682594638022494,0.024978510490078907,0.04128615761469611,0.042434072560794324,0.35897374153137207,0.25649094581604004,3137.9975,1600,4796
400,14,0.04576173114936253,0.029142056008714185,0.04238090111636167,0.044607147196009694,0.28258395195007324,0.26540613174438477,3183.4975,1600,4796
400,15,0.04402694494554418,0.02457946724160834,0.04134958177445706,0.04200354597606917,0.29856276512145996,0.2612588405609131,3119.1225,1622,4779
400,16,0.042539840438667945,0.025742538093335557,0.04116314798086585,0.04196010082965173,0.3271470069885254,0.32265496253967285,3160.9525,1600,4790
400,17,0.04353220358615534,0.025263628537707646,0.04126926105071383,0.04260296128727942,0.28397417068481445,0.24355506896972656,3201.94,1608,4800
