k,rep,nmin,rmse_mle,rmse_oracle,rmse_npeb,rmse_adamix,oracle_runtime_sec,npeb_runtime_sec
400,16,100,0.07122328624375382,0.05002479460098822,0.06703290567630081,0.07106973464923193,0.03552389144897461,0.22114896774291992
400,17,100,0.06959831356652098,0.045992156611428366,0.06496792785382963,0.06915345967608698,0.035279035568237305,0.226409912109375
400,18,100,0.06676961071835784,0.04552657735699643,0.06059368695335814,0.06657215766121839,0.03566622734069824,0.22370386123657227
400,19,100,0.07403965703372015,0.049744760302095625,0.06580322933815175,0.07364382339255882,0.03769087791442871,0.22606492042541504
400,20,100,0.07798310732973623,0.04704191609009945,0.07267383144371765,0.07711308966093408,0.03786921501159668,0.22394394874572754
400,21,100,0.06807070110912619,0.046543973543308734,0.060429058387939494,0.0677628295064114,0.03632307052612305,0.22675704956054688
400,22,100,0.07845466164342732,0.05626948692403796,0.07305224919811362,0.07802098091656026,0.036473751068115234,0.22554326057434082
400,23,100,0.07503876762857126,0.05168423024282082,0.0687935329506234,0.07464967893294254,0.03594493865966797,0.22350001335144043
400,24,100,0.06937814817066268,0.046250666884246984,0.06279614865569838,0.06936671432751419,0.05255579948425293,0.23139405250549316
400,25,100,0.07023381203653258,0.047865074355005546,0.0648467138675661,0.06994839199585023,0.04350900650024414,0.24072909355163574
400,26,100,0.0668493133348304,0.045054959844256594,0.06283153599511274,0.06654780351246208,0.03560233116149902,0.22622084617614746
400,27,100,0.07477560588537384,0.05380180125120604,0.07015132833998393,0.07446126727388253,0.04712796211242676,0.228560209274292
400,28,100,0.07433503074033482,0.05095195425695298,0.06820116284402421,0.07419927178314172,0.03574013710021973,0.22969293594360352
400,29,100,0.07384945618386674,0.04952162514986901,0.06943538118748234,0.07329959274172605,0.03723430633544922,0.24081993103027344
400,30,100,0.07075843968235344,0.04720940928924668,0.06371606947928887,0.07034450231350622,0.037873268127441406,0.22721171379089355
400,31,100,0.07128458061770014,0.04818719576534514,0.06447753876177066,0.07075440820219502,0.03635692596435547,0.22697091102600098
400,32,100,0.0733288056347557,0.048122704020543514,0.06874557677799031,0.07305198488390281,0.04009819030761719,0.2237548828125
400,33,100,0.07358934475546468,0.048558304205286694,0.06658222877580179,0.07350573695459528,0.03626203536987305,0.22890496253967285
400,34,100,0.07012639438652703,0.04696960789771456,0.06629031019899312,0.06958471452379456,0.03599095344543457,0.22832822799682617
400,35,100,0.07197606337143848,0.048545593738032015,0.06546217769529894,0.07153787037126315,0.03772711753845215,0.22498369216918945
400,36,100,0.07262765199519346,0.04751669566557015,0.06703727382380376,0.07234265223158075,0.03646492958068848,0.26723504066467285
400,37,100,0.070606886099418,0.04992767716478198,0.06412993531138009,0.07054868580054932,0.044327735900878906,0.23566794395446777
400,38,100,0.07112260569664385,0.0464304129623083,0.06451223664417616,0.07098244134273116,0.03598594665527344,0.2288517951965332
400,39,100,0.06670425530675175,0.043503670671514116,0.06074260110032507,0.06670483462342004,0.03920388221740723,0.23207712173461914
400,40,100,0.07466360596042224,0.05251264783157311,0.06734893248643588,0.0743839538888737,0.0373837947845459,0.227524995803833
400,41,100,0.07484416166841915,0.05099461222560939,0.06741219414270683,0.07443191219919279,0.04687023162841797,0.23677873611450195
400,42,100,0.06626898732066487,0.043170685088456326,0.06310230082982199,0.06595336861289722,0.03727984428405762,0.24743294715881348
400,43,100,0.07191238471165168,0.05137938807907172,0.0693070360989216,0.07178379709800825,0.03874921798706055,0.23989391326904297
400,44,100,0.07158071387786541,0.04687849643828248,0.06757730402345495,0.07159697940589167,0.03667140007019043,0.2277507781982422
400,45,100,0.06990998010071751,0.045195570105259465,0.06710430111537498,0.06943382925695596,0.03756904602050781,0.2237110137939453
400,46,100,0.07228649234127951,0.04579758551546638,0.06562912358358175,0.07196947168920753,0.03580021858215332,0.22652387619018555
400,47,100,0.06836650594343958,0.04758622994913404,0.06305813817516925,0.0681755031513069,0.04017496109008789,0.2295520305633545
400,48,100,0.07027295228596986,0.04714891955624693,0.06624767530622964,0.07026687839028584,0.03721284866333008,0.2234020233154297
400,49,100,0.07210171149512021,0.04770692398384229,0.0672175780817409,0.07181366018042792,0.037505149841308594,0.22373294830322266
