k,rep,nmin,rmse_mle,rmse_oracle,rmse_npeb,rmse_adamix,oracle_runtime_sec,npeb_runtime_sec
400,0,100,0.07572880524190942,0.05063744211418995,0.06814417302647904,0.07544497632798518,0.04582810401916504,0.2373340129852295
400,1,100,0.0698258913890318,0.045320359993527196,0.06149282346868201,0.06926397644315721,0.04435610771179199,0.22661495208740234
400,2,100,0.06798405254420488,0.043891600410600695,0.06442711384674346,0.06792982012872674,0.0368189811706543,0.23538923263549805
400,3,100,0.06779061655067459,0.04641488015499093,0.06119797918626359,0.0674504597922083,0.03983736038208008,0.23264002799987793
400,4,100,0.07436927488797791,0.05001607523933135,0.06894073013276482,0.07404337569712849,0.03579878807067871,0.22243499755859375
400,5,100,0.07150086235490687,0.05075357654806329,0.0673368631069064,0.07132393918055456,0.03625822067260742,0.22322297096252441
400,6,100,0.07120460006615144,0.045161461574494105,0.06622435539936822,0.0710861672495438,0.03536033630371094,0.22519683837890625
400,7,100,0.06469233313828457,0.0398233636106861,0.06005258709385184,0.06452551925859085,0.03564596176147461,0.21999788284301758
400,8,100,0.07509207401253534,0.05263632482019179,0.07067170999988744,0.07461327782594013,0.03534388542175293,0.22245097160339355
400,9,100,0.07671917978514757,0.05167513297368193,0.07026362479843996,0.07613286650038283,0.03676486015319824,0.2245161533355713
400,10,100,0.07251469135455206,0.049000962955704615,0.06812127986581883,0.07204181289152392,0.035562992095947266,0.22476792335510254
400,11,100,0.07112137866510296,0.0495248571568404,0.06811736791750063,0.07073978350329879,0.03545713424682617,0.2213897705078125
400,12,100,0.07325382506501447,0.05065726963835099,0.06839476495740264,0.0730266955670611,0.03872489929199219,0.22472286224365234
400,13,100,0.07072915196659921,0.04894821035354608,0.06461498486381034,0.07058262347427761,0.03752923011779785,0.2233259677886963
400,14,100,0.073468520533825,0.04801612057256251,0.06666413113642325,0.0729095721912749,0.03655815124511719,0.22295188903808594
400,15,100,0.06793296690594249,0.043630148811151466,0.06343039822041205,0.0679659760347189,0.035906076431274414,0.22895193099975586
