k,rep,rmse_oracle,rmse_npeb,rmse_adamix,oracle_runtime_sec,npeb_runtime_sec
25,0,0.9811497624791693,0.7747026916127446,0.7912699411736296,0.0007290840148925781,0.03588294982910156
25,1,0.9862778724308675,1.1515563747941788,1.1491059854995365,0.0005619525909423828,0.011680841445922852
25,2,0.968676469513238,0.996317075896075,1.0019762998246637,0.0005030632019042969,0.021263837814331055
25,3,0.8159910059321379,0.8558481561782215,0.8650826167153483,0.0004801750183105469,0.008354902267456055
25,4,0.9654258371539474,0.7567337179532085,0.7676239736206384,0.0004811286926269531,0.008583307266235352
25,5,0.8320751573035595,0.9905208569928408,0.9957162244729848,0.00044798851013183594,0.008432865142822266
25,6,0.944958398386106,1.0258846930944037,1.027240635816677,0.0004601478576660156,0.00851297378540039
25,7,0.825141979799972,0.9195894232700864,0.9271877177194097,0.0005011558532714844,0.008303165435791016
25,8,0.9708194104954665,1.1961401505920752,1.1938638393137575,0.0004558563232421875,0.008383989334106445
25,9,1.8048735026733855,1.0832048400680705,1.0820303183902382,0.00045680999755859375,0.008449077606201172
25,10,0.9759140882876292,0.9504727198991549,0.9580933844017396,0.0004382133483886719,0.008527755737304688
25,11,1.4011242219251703,0.8642420729383063,0.8709175431652024,0.0004489421844482422,0.008074045181274414
25,12,0.7697078519985078,1.2675971377860946,1.2660318079312758,0.0004620552062988281,0.009063959121704102
25,13,0.8479886636435711,1.1125993778362109,1.1083972079192426,0.0004417896270751953,0.008146047592163086
25,14,0.6697159682384181,1.321000657055988,1.3188827370224216,0.0004470348358154297,0.008727073669433594
25,15,0.7688577814928256,1.0454132175492754,1.057166146602644,0.000476837158203125,0.008455038070678711
25,16,0.841573136002985,0.82367883470332,0.8307781513223019,0.0004420280456542969,0.008270978927612305
25,17,0.726631896805084,0.7432211180066405,0.7547957541409083,0.0004467964172363281,0.008352041244506836
25,18,0.8619058691096997,1.1627603266997308,1.1543690089589926,0.0004489421844482422,0.008224010467529297
25,19,0.9767205164157536,0.902236517190303,0.906174012946407,0.0004429817199707031,0.008202791213989258
25,20,0.9873667445849029,0.9665436804181976,0.973377500086207,0.0004558563232421875,0.008052825927734375
25,21,0.9341366884373121,0.9151974011961073,0.9218850900635708,0.0004439353942871094,0.00842595100402832
25,22,0.6240306953236454,0.8035487186439493,0.8144205527201896,0.0004410743713378906,0.008161067962646484
25,23,0.9830172431395122,0.9921457024951578,0.9967709930689354,0.00044798851013183594,0.008574962615966797
25,24,0.9156007836372774,0.7349133669806587,0.7520823467962146,0.0004432201385498047,0.008446931838989258
25,25,0.937092167026323,1.021098066260696,1.0171390219051688,0.0004570484161376953,0.00831913948059082
25,26,0.8041962482521263,1.0599631034837083,1.0504357285447723,0.0004570484161376953,0.008069038391113281
25,27,0.9986690727409132,1.0414058673199307,1.0435379283137687,0.00043892860412597656,0.008393049240112305
25,28,1.0505000120614922,0.9265214261434681,0.9256636432972035,0.0004870891571044922,0.008329153060913086
25,29,1.038812865889706,1.0644355317613463,1.0583770076962349,0.000453948974609375,0.008163928985595703
25,30,0.8084905546734358,0.913305546685861,0.918190398901654,0.0004551410675048828,0.008639097213745117
25,31,0.9854357190849757,1.0427939567143236,1.047955188588506,0.0004680156707763672,0.008368253707885742
25,32,1.0446840339396075,1.0411722386826041,1.0416030887515988,0.00045990943908691406,0.008563995361328125
25,33,0.9379652505106866,0.9597188523730958,0.9616585985068711,0.0005269050598144531,0.008796215057373047
25,34,0.9247022572682797,0.92656944320414,0.9276309013078338,0.0004620552062988281,0.00867009162902832
25,35,0.6771483614390748,0.83697150411077,0.8448880661185574,0.0004379749298095703,0.00860285758972168
25,36,0.9335174506142498,0.9732345195980378,0.9779798447783509,0.0004572868347167969,0.008547782897949219
25,37,0.9981194939507168,0.750355775446117,0.7620915034840174,0.0004799365997314453,0.009062051773071289
25,38,0.8235719559824396,1.0480393074996706,1.0515574176393194,0.0005068778991699219,0.008415937423706055
25,39,0.8432297921761454,0.803909788933094,0.8039581941934937,0.0010750293731689453,0.013410091400146484
25,40,1.0557375073050712,1.0057870222402259,1.008045311859562,0.0004489421844482422,0.015485048294067383
25,41,0.9232991002676374,0.98835643698851,0.9923505438594832,0.00047326087951660156,0.010887861251831055
25,42,1.0474339595870947,1.124281234659532,1.1211590940921765,0.0004780292510986328,0.008293867111206055
25,43,0.851562796596178,0.9804568287859967,0.9816736539175438,0.0004558563232421875,0.00935816764831543
25,44,0.5586117324077734,0.8310738808256813,0.8448898977460813,0.0004487037658691406,0.008203983306884766
25,45,0.9641603221825492,0.9683745306033216,0.9686812894665824,0.000453948974609375,0.008996963500976562
25,46,0.942564135416036,0.8851878035527888,0.8942541019760012,0.00044989585876464844,0.009805917739868164
25,47,0.583428873863422,0.7976853009820937,0.8111320069460577,0.00047516822814941406,0.009090662002563477
25,48,0.9901286044001107,1.223681982813796,1.22566436315629,0.0004611015319824219,0.02939605712890625
25,49,0.6725406767928979,0.8705049341162603,0.8830359539110096,0.0004570484161376953,0.00833582878112793
100,0,0.7273161851075749,0.879676103065956,0.9045404356384499,0.0017628669738769531,0.060765981674194336
100,1,1.0750868967105562,0.9952632584573468,1.0137933784484814,0.001705169677734375,0.045449018478393555
100,2,1.0132919706625343,0.8602051256682876,0.8821274711952454,0.0014400482177734375,0.04416704177856445
100,3,0.7940588978814251,0.900130480531588,0.9239980669137553,0.0014209747314453125,0.04286813735961914
100,4,0.8842113216224271,1.0273125309484248,1.029254813461625,0.0015668869018554688,0.054949045181274414
100,5,0.8585707140457166,1.0268178541310689,1.0323667002193302,0.0014591217041015625,0.042096853256225586
100,6,0.7819896796711215,0.8018119465773428,0.8328140462329846,0.0015079975128173828,0.04359793663024902
100,7,0.9734561677370603,0.944993044107928,0.9661828024508964,0.0014541149139404297,0.0462038516998291
100,8,0.976753759043284,0.9289747677269633,0.9530838420170107,0.0014183521270751953,0.04860806465148926
