k,rep,rmse_adamix,rmse_oracle,rmse_npeb,rmse_soloff,npeb_runtime_sec,soloff_runtime_sec,n_mean,n_min,n_max
1600,0,0.04386713135064808,0.027194528593672926,0.037306292244865,0.039862726767475924,2.962769031524658,1.000072956085205,3238.825625,1605,4795
1600,1,0.04571996185566637,0.026567104576668447,0.03805274575717281,0.040995754256892274,2.8239519596099854,1.0371899604797363,3217.955625,1600,4800
1600,2,0.04479789388358473,0.026158693804469155,0.03665656556444953,0.04028896042173627,2.8668479919433594,0.9704990386962891,3212.901875,1600,4800
1600,3,0.043854795814609895,0.02515696115920715,0.03536906450523241,0.039634843875388445,2.7053329944610596,0.9854772090911865,3203.57125,1600,4799
1600,4,0.04424187073558718,0.02450046906136112,0.03585650222670442,0.03962857085270654,2.7762348651885986,1.0380759239196777,3217.728125,1601,4799
1600,5,0.04354326171276708,0.02569636171866754,0.03656998389271275,0.039009162297778524,3.042325973510742,1.0457189083099365,3250.131875,1604,4799
1600,6,0.04442968410897907,0.025941165412713522,0.037004251343945145,0.04020405476746027,2.774545907974243,0.9991250038146973,3215.798125,1602,4800
1600,7,0.044165800917726844,0.027209402136355365,0.0362368033801316,0.0397040336701023,2.762995958328247,0.9612410068511963,3181.799375,1602,4800
1600,8,0.04529824268368572,0.026247788518986286,0.03735037108749421,0.040999846288469505,2.8331260681152344,0.931830644607544,3176.37,1600,4799
1600,9,0.04481431924857116,0.02604879467026426,0.03720894776533189,0.040479398515790535,2.9167280197143555,0.9709188938140869,3151.533125,1604,4800
1600,10,0.04212525736265333,0.02598846853870243,0.034092442006280935,0.03752439581081936,2.739318609237671,0.9822108745574951,3243.119375,1603,4799
1600,11,0.04381086643912119,0.026182751798881524,0.036513553492488214,0.0395198624322863,2.8645119667053223,0.9860882759094238,3161.483125,1600,4798
1600,12,0.045097282429892624,0.025551497038383643,0.03644791550259585,0.04017228610475085,2.747810125350952,0.96502685546875,3224.429375,1600,4799
1600,13,0.043381011757763766,0.02532605125256477,0.0359025521872017,0.03877886788331372,2.7858660221099854,0.9875929355621338,3180.124375,1600,4800
1600,14,0.045584928362202036,0.026294137502415948,0.03728189185794785,0.04122349938765709,2.770256757736206,0.9714391231536865,3169.08625,1600,4800
1600,15,0.04581815188551321,0.02697099539050852,0.03803117497774263,0.040798467031733184,2.732269048690796,0.9645318984985352,3170.94375,1600,4800
1600,16,0.042992139325407415,0.02497703027397456,0.035521943495728,0.03856835875083285,2.767488956451416,0.9245860576629639,3212.666875,1603,4800
1600,17,0.04616879172492532,0.026246179101237794,0.03829214652980084,0.041911883578109044,2.7392709255218506,0.9718327522277832,3165.525,1600,4798
1600,18,0.043598131196455635,0.027184828016825646,0.03566015385015967,0.03934713264078016,2.759381055831909,0.9637141227722168,3157.553125,1600,4800
1600,19,0.04428010741153175,0.026092748445374604,0.036162164001919225,0.03955115890009103,2.728210926055908,0.9539320468902588,3227.91,1600,4798
1600,20,0.04517925481389328,0.026329947871878645,0.037727949642470913,0.04122722201487398,2.7308950424194336,0.9391379356384277,3194.70875,1600,4798
1600,21,0.04490802547184844,0.026308782227302187,0.03767220287886155,0.04104938683941912,2.731451988220215,0.9669690132141113,3205.980625,1601,4796
1600,22,0.04342478702255776,0.026069320233670305,0.03574557366293839,0.039048800099525195,2.7299232482910156,0.9531979560852051,3182.896875,1602,4799
1600,23,0.045920792334772455,0.025707072653262567,0.038126449957832514,0.04075756490719251,2.7269418239593506,0.9481050968170166,3182.705,1601,4798
1600,24,0.044340299635456,0.02590964968032248,0.03710281450377349,0.039662949364814494,2.788888931274414,0.9542551040649414,3185.77,1600,4797
1600,25,0.045478115268701415,0.025809893751549372,0.03743166051601486,0.04031164982569541,2.752553939819336,0.9422509670257568,3186.641875,1600,4796
1600,26,0.043951545051128076,0.026366751894598472,0.03624034433406259,0.039135032506301085,2.759350061416626,0.9402768611907959,3184.915625,1602,4800
1600,27,0.04331420606902489,0.02545343554815763,0.03499845459878833,0.03856977759250606,2.7654287815093994,0.951524019241333,3238.1975,1610,4796
1600,28,0.04355035944980401,0.025079812105426556,0.03492803267876534,0.03857948833533119,2.8037941455841064,0.9715080261230469,3218.984375,1601,4800
1600,29,0.04349811504005093,0.02582932832788663,0.036246168168209365,0.03968031004694893,2.769036054611206,0.9629700183868408,3242.10875,1603,4800
1600,30,0.04434848643190706,0.02591925162998685,0.035385157645307544,0.039148137840446684,2.744103193283081,1.127176284790039,3207.558125,1600,4800
1600,31,0.044972566559001295,0.02600510132284369,0.037230322046650395,0.04027955953564247,2.7583301067352295,0.9550390243530273,3191.555625,1600,4799
1600,32,0.04282069561681422,0.025069232364239077,0.03516665163607839,0.03867627387627286,2.7928099632263184,0.959331750869751,3187.419375,1600,4797
1600,33,0.04481988860275107,0.027523969831265205,0.03738585399718991,0.04036806987756168,2.7688217163085938,0.9356899261474609,3220.915625,1602,4796
1600,34,0.04568648776223149,0.025749554393581054,0.03794233535606883,0.04112704401790261,2.737441062927246,0.9464221000671387,3177.7175,1601,4800
1600,35,0.04300091334437553,0.026785876804651283,0.03607431928787538,0.039703633605090154,2.75107479095459,0.9622101783752441,3210.095,1600,4799
1600,36,0.044649851304641455,0.02585097097728122,0.03792267508658455,0.04023863273749689,2.7172980308532715,0.9493319988250732,3185.91875,1600,4798
1600,37,0.043392961128309135,0.024942016083316802,0.035764748432630736,0.038494613257056276,2.6815290451049805,0.929858922958374,3172.356875,1602,4795
1600,38,0.04472670039553783,0.027024642810917824,0.03634885485175074,0.040412731223113806,2.7435872554779053,0.9278240203857422,3166.90375,1601,4797
1600,39,0.043908259563121374,0.025819723293264672,0.03560507028098998,0.03896542717484124,2.806734085083008,0.9550831317901611,3230.131875,1600,4798
1600,40,0.04398086577392823,0.025318177030773884,0.03621712646050034,0.039510633745439575,2.8261489868164062,0.9509749412536621,3203.07125,1600,4800
1600,41,0.04288687223186565,0.025725063852787288,0.03557351302224011,0.03883525974019033,2.8144547939300537,0.954108715057373,3214.048125,1600,4799
1600,42,0.04752128828697795,0.02656151291841318,0.0393146048638651,0.04244972890442878,2.7771811485290527,0.9741709232330322,3197.344375,1600,4799
1600,43,0.04418279006638194,0.025629712873319596,0.036718026542610166,0.04028003941843741,2.717885971069336,0.9642441272735596,3188.821875,1601,4799
1600,44,0.046320131415520834,0.027189145836781003,0.03814718161171754,0.041567654431688826,2.738471746444702,0.9631860256195068,3205.936875,1607,4800
1600,45,0.04396255210937593,0.027171016689478703,0.036526508389040556,0.0398073654255662,2.8278307914733887,1.02593994140625,3192.88,1600,4800
1600,46,0.046235340977674275,0.026065596721252127,0.03790210263591285,0.04161752583787535,2.7947499752044678,0.9378170967102051,3133.116875,1600,4800
1600,47,0.04417169063767731,0.025121002315727038,0.03535668430998875,0.03928719712009178,2.690558910369873,0.9637069702148438,3197.701875,1600,4799
1600,48,0.04531738518257762,0.025850634400381125,0.03676003958095033,0.04042756000194309,2.840609073638916,0.9666562080383301,3222.8525,1600,4798
1600,49,0.04421520716258993,0.02616137599524647,0.03668836871259592,0.03951960771074736,2.824739933013916,1.0213699340820312,3204.37125,1601,4797
