k,rep,rmse_adamix,rmse_oracle,rmse_npeb,rmse_soloff,npeb_runtime_sec,soloff_runtime_sec,n_mean,n_min,n_max
100,0,0.18725038651270512,0.1302911896556098,0.19622128203142258,0.19232845992543432,0.07615494728088379,0.049182891845703125,206.01,105,297
100,1,0.1752823305256597,0.08493856082693592,0.16352343581042206,0.17092641112244844,0.034853219985961914,0.03283405303955078,209.44,103,299
100,2,0.1718831993543182,0.09439807566196105,0.171353521479319,0.18059747551883235,0.030931949615478516,0.03226208686828613,203.25,101,297
100,3,0.1727901912354031,0.10358644897671394,0.1659239326292492,0.17975760871656943,0.03068709373474121,0.03263401985168457,201.33,102,295
100,4,0.187150233944831,0.09435624621899896,0.18548894808097136,0.185584982301303,0.030821800231933594,0.031986236572265625,197.45,104,300
100,5,0.1736630847082708,0.08880885572898108,0.15749954628737822,0.17005323420584098,0.029981136322021484,0.03164100646972656,201.41,103,296
100,6,0.178910718714048,0.10125870438346252,0.17522158785991374,0.1817156976000108,0.03028392791748047,0.03185391426086426,200.93,104,300
100,7,0.17351429952685943,0.10796012845973157,0.1693872248028014,0.17367483847388782,0.03014087677001953,0.03231692314147949,205.41,104,300
100,8,0.16512966050726033,0.09473139497937219,0.15510624391215044,0.15723899090150895,0.03000497817993164,0.032556772232055664,199.31,104,293
100,9,0.15779895588954243,0.0957435780620596,0.15754337935359308,0.16928213016005414,0.031088829040527344,0.03544187545776367,201.31,101,299
100,10,0.17868892649836815,0.08695556938227222,0.17423462704355733,0.17912286854717538,0.036634206771850586,0.040366172790527344,199.38,103,295
100,11,0.14952860317411545,0.08934282793208999,0.1502294761682371,0.15781956787886403,0.0413210391998291,0.03926706314086914,200.18,105,299
100,12,0.16683346991339418,0.09165122210268317,0.17181571782116967,0.16511188840401925,0.0378880500793457,0.03219008445739746,204.89,104,299
100,13,0.14319267146521555,0.07861487626112783,0.13240334361865885,0.14267577123056221,0.02955484390258789,0.03217482566833496,205.67,105,300
100,14,0.15436747585427257,0.0808379683542688,0.14245213880242932,0.15679006625433692,0.030733108520507812,0.032811880111694336,184.81,101,296
100,15,0.15906937973444815,0.09200121782880573,0.14664518014139566,0.16023281373658718,0.030150175094604492,0.030724048614501953,200.76,103,299
100,16,0.18992596018824312,0.10773679223705912,0.18208069690932022,0.19542457336052776,0.03005385398864746,0.033715009689331055,199.4,100,299
100,17,0.18629737660691947,0.09804106256135164,0.17250383705131828,0.18711270201525493,0.036296844482421875,0.04243302345275879,196.93,100,300
100,18,0.18037226626349734,0.08904927872433917,0.17373723314613526,0.18457729019213065,0.03738975524902344,0.03566908836364746,198.32,105,298
100,19,0.16627750104041628,0.08986103274386237,0.16824102759342316,0.17024018365874988,0.03252983093261719,0.03607511520385742,191.34,100,300
100,20,0.1652248007641479,0.10302997201203727,0.1495346658018308,0.1592445633079911,0.033843040466308594,0.03248190879821777,197.55,100,299
100,21,0.18290796473828685,0.10356727474933554,0.17232071924538422,0.17439728890407696,0.029991865158081055,0.03288984298706055,201.0,102,298
100,22,0.17987557707469878,0.11697109265443405,0.1767462626229801,0.18792067704891485,0.030856847763061523,0.031929731369018555,191.29,100,297
100,23,0.1582466137374289,0.09045360696575384,0.14552369868574463,0.15935169072946795,0.02988719940185547,0.03152012825012207,198.69,100,296
100,24,0.1543063181065284,0.08736916883723446,0.16195016608333668,0.1594178754598472,0.03029775619506836,0.033120155334472656,195.67,102,296
100,25,0.18154864608761279,0.0840278002778061,0.17186881465790793,0.1811249662621437,0.03062891960144043,0.0324249267578125,196.84,102,299
100,26,0.1688113211944641,0.09678128853547438,0.16428963418238057,0.16345805938206856,0.03150224685668945,0.032485246658325195,201.69,101,298
100,27,0.16264863211914507,0.07715849511546287,0.13793626712001245,0.1570042798242268,0.030192136764526367,0.03247523307800293,206.67,106,300
