scenario,K,rep,n_min,rmse_oracle,rmse_vaneb,rmse_npeb,rmse_adamix,vaneb_time,npeb_time
quadratic,400,48,40,0.134019974551887,0.29868892842606054,0.30492151353666525,0.37209036407776025,9.787214756011963,1.452139139175415
quadratic,400,49,40,0.14353061260675254,0.3114443920251689,0.32268598515499036,0.3719803862351853,9.442216873168945,1.408783197402954
quadratic,400,50,40,0.17698692427025411,0.34155792441178173,0.34988135776908674,0.38008024900666754,9.806417226791382,1.4923303127288818
quadratic,400,51,40,0.12471246850986625,0.3159129244155299,0.32114200856901953,0.3554142449503816,9.608466625213623,1.4406471252441406
