k,rep,nmin,rmse_oracle,rmse_npeb,rmse_adamix,oracle_runtime_sec,npeb_runtime_sec
100,0,400,0.42268536877469964,0.3528590378995395,0.35286727428344133,0.0016849040985107422,1.2677891254425049
100,1,400,0.42990138011768736,0.3592538888477621,0.3592495361820732,0.002020120620727539,1.2246301174163818
100,2,400,0.36707104473284924,0.33586743122190216,0.33586493986316673,0.0015227794647216797,1.3943970203399658
100,3,400,0.46365308405704914,0.37762855399763157,0.37763126193119256,0.001522064208984375,1.5118589401245117
100,4,400,0.3969677433718777,0.31713993243313904,0.3171447378082788,0.0014846324920654297,1.4099652767181396
100,5,400,0.4163263051132878,0.36246298527674353,0.3624702070206135,0.0017898082733154297,1.2623960971832275
100,6,400,0.43364312235331304,0.33994824885363284,0.33995748219912714,0.0015010833740234375,1.3409669399261475
100,7,400,0.3772129350858474,0.32316486024698043,0.32318419179286473,0.0015249252319335938,1.2735931873321533
100,8,400,0.4271042406799252,0.3446560666589014,0.34466694811861726,0.0015368461608886719,1.3814890384674072
100,9,400,0.3829474992775747,0.3082098126519281,0.30822899578645113,0.0015590190887451172,1.4735870361328125
100,10,400,0.45468378981930074,0.3634993951406336,0.36350203821106397,0.0014581680297851562,1.38588285446167
100,11,400,0.3984554781252133,0.3315170944974632,0.3315232537668978,0.0015978813171386719,1.3784220218658447
100,12,400,0.37955862541385993,0.30709671321393545,0.3071161076520629,0.0016248226165771484,1.4298999309539795
100,13,400,0.3700822539864321,0.31828279743091353,0.3182880173652897,0.0020287036895751953,1.4274029731750488
100,14,400,0.35705929690638416,0.3026664625010372,0.30267672331608586,0.002101898193359375,1.3600268363952637
100,15,400,0.3963437429777566,0.33963172853470225,0.3396344363472559,0.0026009082794189453,1.4987030029296875
100,16,400,0.40285458980417566,0.33337516384920207,0.3333883600768019,0.0015628337860107422,1.4380452632904053
100,17,400,0.3232548027023359,0.2761129866161206,0.27613208018094937,0.0025789737701416016,1.485393762588501
100,18,400,0.3909838358631415,0.3365916039772674,0.3366121669606787,0.0015990734100341797,1.4382500648498535
100,19,400,0.33526957199565305,0.2862114441435652,0.28621930098786813,0.0026769638061523438,1.4362449645996094
100,20,400,0.40928129971642707,0.3370180397662433,0.33703251530376155,0.0016300678253173828,1.42933988571167
100,21,400,0.39731414362488054,0.35022152551852587,0.35022808387852716,0.0016870498657226562,1.4630436897277832
100,22,400,0.3813529479032959,0.30453022043727324,0.30454258916012833,0.0016710758209228516,1.5166261196136475
100,23,400,0.4258989200098099,0.3573288700231595,0.35733869684910796,0.0016219615936279297,1.5059950351715088
100,24,400,0.3965979007828225,0.3275540801474331,0.32756451638338463,0.0014348030090332031,1.3141639232635498
100,25,400,0.35590701800365715,0.2873124950085122,0.2873261723058189,0.0018711090087890625,1.360447883605957
100,26,400,0.4651880071955299,0.3995008727845513,0.3995077241144392,0.0015993118286132812,1.3258910179138184
100,27,400,0.4588801570669676,0.36515092982449754,0.36515893414067563,0.0016219615936279297,1.370361089706421
100,28,400,0.3840584013316666,0.3095216047440891,0.30953149100166844,0.0016901493072509766,1.475938081741333
100,29,400,0.38471617201692593,0.3088993502693513,0.30891378086350735,0.0015451908111572266,1.3747680187225342
100,30,400,0.3971149805935116,0.3212848387147978,0.32129623390121215,0.0014929771423339844,1.3443372249603271
100,31,400,0.4881538262348261,0.3657847401566871,0.36579819824400817,0.0015780925750732422,1.3886830806732178
100,32,400,0.362850472792844,0.3183491376972346,0.31836041431423723,0.001516103744506836,1.4138388633728027
100,33,400,0.38939521404037514,0.31250963691461525,0.31252647685562945,0.0015969276428222656,1.3890371322631836
100,34,400,0.3748719985249189,0.3093615850410939,0.3093672980746056,0.0015418529510498047,1.492779016494751
100,35,400,0.4230040827761281,0.36844387672094336,0.3684568960584035,0.002398967742919922,1.3258848190307617
100,36,400,0.4027634910984457,0.34833764488682556,0.34833543684013435,0.001528024673461914,1.3766520023345947
100,37,400,0.3970655481575528,0.3218186522787681,0.32183903151333676,0.002626180648803711,1.3877758979797363
100,38,400,0.43949761502122553,0.36245735031348253,0.3624735228895829,0.0016369819641113281,1.3202621936798096
100,39,400,0.36825573515029725,0.3192940107246023,0.31931177736607197,0.0016758441925048828,1.3198647499084473
100,40,400,0.3936434827069467,0.32096572692487435,0.32098110640374294,0.001512289047241211,1.3419487476348877
100,41,400,0.38545829192064696,0.3139674985247707,0.3139662888185506,0.0015778541564941406,1.3533120155334473
100,42,400,0.4078757708892722,0.3458173081896178,0.34582474469535646,0.0015501976013183594,1.4176909923553467
100,43,400,0.43279688343493494,0.3505539654048223,0.3505686303781386,0.0015418529510498047,1.366926908493042
100,44,400,0.357566429331644,0.31200011184843646,0.3120099555574316,0.001580953598022461,1.3590068817138672
100,45,400,0.4490653069702236,0.36661473705811576,0.3666218273837113,0.0016169548034667969,1.384958028793335
100,46,400,0.4323703671976831,0.3578893972380173,0.3578982565261841,0.0015370845794677734,1.3172149658203125
100,47,400,0.36945501373579204,0.31569311481189555,0.3157094631115063,0.0015909671783447266,1.3049819469451904
100,48,400,0.36948567754115397,0.30674367565811816,0.3067555703098353,0.0016021728515625,1.3686540126800537
100,49,400,0.38874029641532243,0.32056601914677657,0.32057319622772484,0.0015730857849121094,1.3130807876586914
