scenario,K,rep,n_min,rmse_oracle,rmse_vaneb,rmse_npeb,rmse_adamix,vaneb_time,npeb_time
poisson,100,0,40,1.3493833659007128,1.576030108162511,1.7331653018699693,2.0333616032426263,1.702270269393921,0.11785125732421875
poisson,100,1,40,1.3013240627504103,1.5341151154174926,1.5409546192904797,1.7520504790811862,1.4967048168182373,0.10687685012817383
poisson,100,2,40,1.4065321271887754,1.5534643545067446,1.5684954890527414,1.7636052236507662,1.487633466720581,0.10844802856445312
poisson,100,3,40,1.3527253391618888,1.5762288057022986,1.665062167886929,1.9714679776945256,1.6182770729064941,0.11473369598388672
poisson,100,4,40,1.2907642845722536,1.567217417061879,1.6172460357460923,1.78972255722181,1.4665086269378662,0.11130666732788086
poisson,100,5,40,1.3133881410904813,1.5557726292608307,1.62898804892544,2.0497612653014934,1.6124231815338135,0.11389851570129395
poisson,100,6,40,1.4506269479064442,1.637313278220802,1.6919348536291545,2.042417907925393,1.6437311172485352,0.11271524429321289
poisson,100,7,40,1.329434805464859,1.5530808031573977,1.609450341927871,1.8074214879378556,1.4190986156463623,0.11087656021118164
poisson,100,8,40,1.2297034864144178,1.3633275461986691,1.4651013707428353,1.7772282984452294,1.6428472995758057,0.1136465072631836
poisson,100,9,40,1.2403069360957888,1.392549599581238,1.45273061849801,1.8027607554008114,1.4709887504577637,0.11246538162231445
poisson,100,10,40,1.4418673714329038,1.5880408967478767,1.6230811739943158,1.8804933957896657,1.687682867050171,0.11120462417602539
poisson,100,11,40,1.2421117553156622,1.3609614049692575,1.393364211389013,1.6475062806418408,1.5128300189971924,0.10573697090148926
poisson,100,12,40,1.4066548734416957,1.5527446979504402,1.6247325203933962,1.91101845956033,1.635408878326416,0.11040306091308594
poisson,100,13,40,1.4431769045959735,1.5460549874308132,1.5916544008558575,1.6713739829567054,1.4843716621398926,0.10741162300109863
poisson,100,14,40,1.3190515200961042,1.4800340605856734,1.5655635982736027,1.8229324902377175,1.7580034732818604,0.11806583404541016
poisson,100,15,40,1.390073022031398,1.5391515485473939,1.570009746306928,1.7901969060132201,1.5492384433746338,0.11050176620483398
poisson,100,16,40,1.2585128166134276,1.5753590179092938,1.663848171628913,1.884831837295893,1.4971592426300049,0.1168820858001709
poisson,100,17,40,1.2287829007275868,1.5405119897809447,1.609363711639925,1.8343219460914513,1.488006830215454,0.11301994323730469
poisson,100,18,40,1.3532591979029651,1.52290655987162,1.6131274199180246,1.8828263072251261,1.499100923538208,0.10544109344482422
