k,rep,nmin,rmse_oracle,rmse_npeb,rmse_adamix,oracle_runtime_sec,npeb_runtime_sec
100,0,200,0.45434103777092893,0.3822856672990529,0.3822926396974343,0.001814126968383789,0.642941951751709
100,1,200,0.40747484833521486,0.3373494481083416,0.337340668528831,0.001978158950805664,0.6829159259796143
100,2,200,0.33611218023014267,0.2959227694376141,0.2959032966584481,0.0013871192932128906,0.6421787738800049
100,3,200,0.44875771247326895,0.38718463062534497,0.3871732054834692,0.001399993896484375,0.628472089767456
100,4,200,0.3580502234212779,0.32484166710205253,0.3248519171512539,0.0014657974243164062,0.684406042098999
100,5,200,0.41347661370410893,0.347678186650761,0.3476723241760993,0.001809835433959961,0.6782841682434082
100,6,200,0.3701554049379881,0.3237882636243737,0.323798590007154,0.0018210411071777344,0.7018389701843262
100,7,200,0.3814411209563262,0.33056090231835333,0.33056268472862643,0.0015017986297607422,0.688488245010376
100,8,200,0.36151816923989605,0.3019396799782624,0.3019206474813477,0.0014410018920898438,0.698875904083252
100,9,200,0.39433047426395346,0.3533691668400314,0.35335125377134263,0.001421213150024414,0.672508955001831
100,10,200,0.4107430640603922,0.3568577703395413,0.3568616272125847,0.0016732215881347656,0.6912620067596436
100,11,200,0.3652375248778959,0.3123997941455801,0.31240267464695964,0.0015850067138671875,0.7469899654388428
100,12,200,0.3898303679835939,0.3138986500110727,0.3138847966362564,0.0016050338745117188,0.6794307231903076
100,13,200,0.40077527429678944,0.3458530748630841,0.3458606157231477,0.0015158653259277344,0.663809061050415
100,14,200,0.40989062190963454,0.3456958107533951,0.345705550532704,0.0015118122100830078,0.694983959197998
100,15,200,0.41573884009590517,0.35895855941389315,0.3589561293137223,0.0015332698822021484,0.754328727722168
100,16,200,0.4353187595625055,0.3616889251046129,0.36168412205094175,0.0015459060668945312,0.801408052444458
100,17,200,0.40836135017276504,0.3451806383600738,0.34518177601931166,0.0014319419860839844,0.825897216796875
100,18,200,0.4356436828287063,0.3776996757653272,0.37769182073674934,0.0016009807586669922,0.8086929321289062
100,19,200,0.3999688693432515,0.313376498152778,0.31336370296057553,0.0015606880187988281,0.7482411861419678
100,20,200,0.4072455075499553,0.3454545035104476,0.34545896465463183,0.0014638900756835938,0.7349302768707275
100,21,200,0.4248417839249853,0.3735192397374498,0.37350965353714005,0.0015840530395507812,0.6970207691192627
100,22,200,0.4349546537191682,0.36862657239578617,0.36860450306232817,0.001416921615600586,0.7141282558441162
100,23,200,0.4443639073867435,0.3683379371872945,0.36833388943011136,0.0015408992767333984,0.7014830112457275
100,24,200,0.45151074748435094,0.3876907141136627,0.3876634765432018,0.001519918441772461,0.7254328727722168
100,25,200,0.42005418778239184,0.3347535126201666,0.33475198078068574,0.0015637874603271484,0.7733449935913086
100,26,200,0.3876040242025428,0.32148881650169137,0.32148795929181245,0.0015192031860351562,0.7679848670959473
100,27,200,0.3963408186881839,0.3446545972318422,0.3446577806107472,0.002360105514526367,0.7615549564361572
100,28,200,0.4332640829557338,0.3796755298708437,0.37965941310193324,0.004178285598754883,0.8096258640289307
100,29,200,0.4265230051589115,0.369499394312516,0.36948050968310253,0.002524137496948242,0.7703781127929688
100,30,200,0.3955151972146921,0.33952949280611994,0.33952863399735267,0.0016629695892333984,0.7569808959960938
100,31,200,0.3843103365538894,0.33364887062232335,0.33363193235272964,0.0016257762908935547,0.7843310832977295
100,32,200,0.42464669913319697,0.35843935906768215,0.3584598917257366,0.0017008781433105469,0.7548911571502686
100,33,200,0.3988147615330597,0.3220199093396115,0.32202247082255303,0.0015740394592285156,0.7898471355438232
100,34,200,0.40841071090500347,0.3466816172584336,0.34666420402740333,0.0016448497772216797,0.7695291042327881
100,35,200,0.3999060251404557,0.3329064408479627,0.33290523991440396,0.00168609619140625,0.753654956817627
100,36,200,0.4397406544646378,0.3490166127868385,0.3489938307873043,0.001641988754272461,0.8781371116638184
100,37,200,0.42585549984395754,0.35198545494752237,0.3519890547236689,0.0016148090362548828,0.8031532764434814
100,38,200,0.43684138910956705,0.39933326966613636,0.3993101928866842,0.0021800994873046875,0.8225259780883789
100,39,200,0.49579055215969225,0.37184592118046295,0.3718347735800814,0.0018138885498046875,0.7850239276885986
100,40,200,0.38708403760006155,0.3161321187338561,0.3161780187546807,0.0016741752624511719,0.7809951305389404
100,41,200,0.4656461057053633,0.38939638860063597,0.38940661121974884,0.0016508102416992188,0.8061602115631104
100,42,200,0.4038731177062276,0.3383362213996669,0.33833402499418436,0.002051115036010742,0.7859771251678467
100,43,200,0.3528575247492598,0.3083750560286766,0.3083809010730801,0.0016341209411621094,0.9576718807220459
100,44,200,0.40685762849503004,0.33880435210256676,0.3387880135784074,0.002727985382080078,0.8183040618896484
100,45,200,0.41213287471760174,0.3434763647879759,0.34348630049382717,0.0018689632415771484,0.8578970432281494
100,46,200,0.32779580226838184,0.2953195078817872,0.2953372358513588,0.0016779899597167969,0.797720193862915
100,47,200,0.4061113014352668,0.3504434222854547,0.35042662078009496,0.0016639232635498047,0.7838261127471924
100,48,200,0.4063113983196753,0.36357647982443503,0.36359527849723816,0.001708984375,0.7900590896606445
100,49,200,0.3382062659864294,0.2858403809412564,0.2858323258651711,0.0016448497772216797,0.8135249614715576
