k,rep,nmin,rmse_mle,rmse_oracle,rmse_npeb,rmse_adamix,oracle_runtime_sec,npeb_runtime_sec
100,0,400,0.03112330091652597,0.020721486171303382,0.029546332269018934,0.030933080019818007,0.013194084167480469,0.0702052116394043
100,1,400,0.03502037971172707,0.023250949485434116,0.03495129768559793,0.03505880625062193,0.015722036361694336,0.039565086364746094
100,2,400,0.0357479992148636,0.022303363411689685,0.03584595043087163,0.0358119585665533,0.011686086654663086,0.04337501525878906
100,3,400,0.02928855828174807,0.02011794979921854,0.02970056677140426,0.02916112801643807,0.014770030975341797,0.040016889572143555
100,4,400,0.029596923561326944,0.021325129080144313,0.02943401169826705,0.029656949844574836,0.011979103088378906,0.04452085494995117
100,5,400,0.036113359999816824,0.022757867213156625,0.034661424534875064,0.035854725616953964,0.013078689575195312,0.0391850471496582
100,6,400,0.03385781716563956,0.01988029669921352,0.033491760126496586,0.033609587172133214,0.01189112663269043,0.042140960693359375
100,7,400,0.03234606602391253,0.020677719591114165,0.03163349051285846,0.032426334633588065,0.01080322265625,0.03919100761413574
100,8,400,0.03619861229072467,0.024645615744775275,0.03642406248331025,0.03623084885943734,0.013577938079833984,0.044875144958496094
100,9,400,0.03755196990445063,0.022705290665757716,0.03713445839342323,0.03758740444603972,0.01173090934753418,0.04108595848083496
100,10,400,0.03640029285611071,0.026325567229969885,0.03679919871708212,0.036478960824285915,0.01725292205810547,0.04900813102722168
100,11,400,0.039692804996010564,0.026765301819222098,0.03815375770901866,0.03954713395230221,0.016819000244140625,0.04622483253479004
100,12,400,0.036321303407528496,0.020506031503943905,0.03767828272048322,0.036189781641269715,0.013685941696166992,0.05297112464904785
100,13,400,0.03785342075622952,0.028725515041693815,0.03676177661061056,0.037935634062105206,0.015140056610107422,0.05952882766723633
100,14,400,0.030263409606706187,0.022630838240718647,0.029518988920345546,0.030317848907635985,0.014292001724243164,0.05384397506713867
