k,rep,rmse_adamix,rmse_oracle,rmse_npeb,rmse_soloff,npeb_runtime_sec,soloff_runtime_sec,n_mean,n_min,n_max
100,0,0.04801437965662886,0.02159508349061547,0.04694635863269926,0.04716393545599131,0.09934687614440918,0.03177309036254883,3296.27,1692,4745
100,1,0.04419059296472032,0.02364753501913945,0.043718182903232206,0.04540801119287802,0.035223960876464844,0.03273820877075195,3350.72,1652,4774
100,2,0.0446814454190216,0.026327158383940435,0.04518863757292475,0.04587099605946559,0.03101205825805664,0.03386712074279785,3251.78,1627,4746
100,3,0.04389533922724368,0.029649504869359855,0.0446814119710282,0.04347281220088938,0.03493690490722656,0.03495192527770996,3221.54,1647,4713
100,4,0.048184996026108005,0.02825220573366494,0.049110727574278853,0.048485011869924974,0.03428816795349121,0.0359339714050293,3159.18,1678,4788
100,5,0.043241813126864787,0.026638828909393817,0.04130000061938245,0.04242078427025266,0.033442020416259766,0.03304910659790039,3222.3,1652,4733
100,6,0.0456426100877923,0.02562870787430409,0.04484877595011031,0.046454752552784175,0.035131216049194336,0.04201006889343262,3214.83,1678,4785
100,7,0.04590406505175577,0.025074324057943357,0.04584682908962324,0.04647447408654397,0.038504838943481445,0.03979229927062988,3286.21,1672,4794
100,8,0.04152025965280715,0.02595628634239719,0.041007085181164735,0.0425970815595937,0.037840843200683594,0.03560614585876465,3189.32,1667,4681
100,9,0.04111437692190997,0.03009433756613249,0.04142850111767819,0.04139532319776899,0.037554264068603516,0.0459446907043457,3220.81,1617,4769
100,10,0.04540956686165311,0.02544609290724432,0.04412756167383809,0.04426915334701146,0.03564023971557617,0.10529589653015137,3189.61,1654,4714
100,11,0.03879895989608266,0.022787636347925414,0.037589248321878224,0.03859201039217269,0.03388404846191406,0.03516578674316406,3202.98,1682,4779
100,12,0.04317159794797693,0.02330371582584514,0.04150088647797834,0.04220577978193004,0.03592705726623535,0.034262895584106445,3278.0,1678,4779
100,13,0.03658943129842859,0.0238541679238464,0.03546599597947466,0.03615538558124479,0.035018205642700195,0.03417396545410156,3289.38,1687,4799
100,14,0.04035078989211441,0.02323853595491641,0.03876160763457887,0.04039046855405174,0.033537864685058594,0.03432488441467285,2958.2,1616,4721
100,15,0.04001500589787549,0.026969576922180653,0.040179517313780666,0.04098136362451983,0.03439188003540039,0.033447980880737305,3211.86,1652,4771
100,16,0.048531082882508556,0.028481055117084424,0.0469580642941069,0.04785865695496828,0.034017086029052734,0.03423500061035156,3189.98,1614,4784
100,17,0.04830460132439764,0.025211420862669875,0.04671025251220659,0.04785913735133541,0.03424572944641113,0.034590959548950195,3151.31,1606,4794
100,18,0.04669251983355806,0.028774248428907672,0.044318171022786415,0.04546393249120999,0.03483271598815918,0.03461098670959473,3173.21,1688,4760
100,19,0.04355976802615501,0.026772022025098773,0.044122524019292744,0.04368750440446901,0.03481602668762207,0.037442922592163086,3062.31,1605,4797
100,20,0.04116691814296183,0.028987750716011434,0.03996134313626049,0.03928957096907307,0.03580904006958008,0.03465676307678223,3160.79,1608,4778
100,21,0.045961573132527536,0.027304895938630894,0.04483800045748352,0.044595872582726855,0.03538370132446289,0.03464007377624512,3215.8,1636,4757
100,22,0.0460635433561023,0.026073233455280596,0.04531515879213746,0.045926946272098826,0.03524589538574219,0.03512001037597656,3060.61,1602,4740
100,23,0.040446502171970176,0.027568784214961728,0.03966576785391527,0.03916420375314291,0.03557705879211426,0.03528118133544922,3179.89,1605,4731
100,24,0.04090949336380293,0.02530011358197703,0.04061114858090374,0.041367948152082716,0.035592079162597656,0.03464221954345703,3130.78,1638,4724
100,25,0.04663893320378792,0.02476994755454961,0.04542263187413106,0.047088972425013635,0.03556513786315918,0.038255929946899414,3149.55,1637,4779
100,26,0.04287814991815758,0.02570351124667967,0.04288999173145898,0.042500326401779746,0.04041790962219238,0.04034781455993652,3227.34,1626,4763
100,27,0.04033497339410799,0.022378599511206652,0.03918535191702534,0.03980972649661115,0.039218902587890625,0.04066801071166992,3306.65,1710,4787
100,28,0.050565919357950295,0.02537446352213089,0.04992414088432924,0.05040708600653509,0.036550045013427734,0.035709381103515625,3241.11,1624,4784
100,29,0.03823007778341026,0.01919791823620904,0.039059377958134245,0.03854009077548365,0.03604888916015625,0.036728858947753906,3103.46,1605,4760
100,30,0.049279924817939344,0.027292129536796994,0.049362329779327724,0.04948725112039025,0.04615974426269531,0.04050898551940918,3140.72,1612,4670
100,31,0.04831994574031705,0.02890816002256063,0.04809742127216231,0.04792883351171382,0.03714799880981445,0.03665566444396973,3194.16,1612,4760
100,32,0.040214841414679875,0.02309899312568972,0.040086880828139486,0.03946035021196184,0.03420424461364746,0.03511309623718262,3029.68,1631,4723
100,33,0.03952206503692259,0.0224606256622759,0.037530644911369676,0.0372175404507986,0.03567624092102051,0.034013986587524414,3132.98,1615,4776
100,34,0.0396335028852786,0.02321570453528664,0.0390791379522919,0.039758332726029834,0.035394906997680664,0.03437399864196777,3277.26,1636,4789
100,35,0.04751631986220668,0.027939302776174207,0.04568265998668235,0.04678853748941116,0.035653114318847656,0.03589797019958496,3223.39,1612,4772
100,36,0.03907585399300332,0.025540820982042058,0.0382753174549212,0.039026493913286255,0.03453993797302246,0.03617691993713379,3061.63,1615,4773
100,37,0.045152926439314414,0.024777830101000084,0.04580500239971686,0.04517915793448608,0.03396105766296387,0.03458690643310547,3154.22,1624,4782
100,38,0.04538236093784728,0.024916094947218737,0.04503280416696499,0.04520516682591432,0.03426408767700195,0.03490090370178223,3129.05,1604,4799
100,39,0.04608964183093278,0.02569440583398568,0.04480476472006393,0.046595564012925444,0.034451961517333984,0.035066843032836914,3229.93,1617,4763
100,40,0.04507178305010871,0.026777211674230667,0.043081381784619094,0.043229274308940184,0.03452014923095703,0.03437495231628418,3190.42,1636,4797
100,41,0.05172484008827679,0.03098461217464852,0.05188840265682019,0.053067545381954885,0.03501582145690918,0.034896135330200195,3175.83,1639,4794
100,42,0.046504160892966995,0.02510556114268971,0.046632597620969524,0.047303935159889746,0.0366518497467041,0.035215139389038086,3067.66,1603,4793
100,43,0.045080524106112886,0.025587390104774337,0.045470280814252535,0.044367298985882146,0.03500676155090332,0.033797264099121094,3199.22,1607,4761
100,44,0.04263426089677179,0.022641019936905243,0.04404583954324854,0.04298278477871877,0.034583091735839844,0.03473997116088867,3344.22,1704,4769
100,45,0.04267119845361405,0.031583224321916056,0.041802919747375246,0.041772317909609454,0.035017967224121094,0.03558707237243652,3125.6,1631,4763
100,46,0.042296649779449,0.024378529228041602,0.04163185943623225,0.04121260556475209,0.03566718101501465,0.03570675849914551,3058.73,1616,4786
100,47,0.04199540927074616,0.028591092599393044,0.041472505437105324,0.04164235350963654,0.03465604782104492,0.03469729423522949,3099.23,1605,4799
100,48,0.04445007726582124,0.03195155869464996,0.04466822689858893,0.044904550204986356,0.03563404083251953,0.04366898536682129,3123.89,1634,4759
100,49,0.044561857402255725,0.02533600672689148,0.04540959361242347,0.045751538099998906,0.03500699996948242,0.035504817962646484,3115.21,1621,4768
